category;date;percent;downloads
with_mirrors;2020-06-20;0.65%;4
with_mirrors;2020-06-20;0.63%;4
with_mirrors;2020-06-22;0.79%;5
without_mirrors;2020-06-22;0.47%;3
without_mirrors;2020-06-22;0.48%;3
with_mirrors;2020-06-22;0.81%;5
with_mirrors;2020-06-22;0.80%;5
without_mirrors;2020-06-23;0.48%;3
with_mirrors;2020-06-23;1.44%;9
without_mirrors;2020-06-23;0.47%;3
with_mirrors;2020-06-23;1.42%;9
with_mirrors;2020-06-23;1.45%;9
with_mirrors;2020-06-24;0.47%;3
with_mirrors;2020-06-24;0.48%;3
with_mirrors;2020-06-25;0.80%;5
without_mirrors;2020-06-25;0.16%;1
with_mirrors;2020-06-25;0.81%;5
with_mirrors;2020-06-25;0.79%;5
with_mirrors;2020-06-26;0.97%;6
with_mirrors;2020-06-26;0.94%;6
with_mirrors;2020-06-26;0.96%;6
with_mirrors;2020-06-27;0.32%;2
with_mirrors;2020-06-27;0.31%;2
with_mirrors;2020-06-28;0.31%;2
with_mirrors;2020-06-28;0.32%;2
with_mirrors;2020-06-29;0.96%;6
with_mirrors;2020-06-29;0.94%;6
with_mirrors;2020-06-29;0.97%;6
with_mirrors;2020-06-30;0.32%;2
with_mirrors;2020-06-30;0.31%;2
with_mirrors;2020-07-01;0.65%;4
with_mirrors;2020-07-01;0.64%;4
without_mirrors;2020-07-01;0.16%;1
with_mirrors;2020-07-01;0.63%;4
with_mirrors;2020-07-03;2.42%;15
with_mirrors;2020-07-03;2.40%;15
with_mirrors;2020-07-03;2.36%;15
without_mirrors;2020-07-04;0.16%;1
with_mirrors;2020-07-04;0.47%;3
with_mirrors;2020-07-04;0.48%;3
with_mirrors;2020-07-06;0.80%;5
without_mirrors;2020-07-06;0.16%;1
with_mirrors;2020-07-06;0.79%;5
with_mirrors;2020-07-06;0.81%;5
with_mirrors;2020-07-07;0.31%;2
with_mirrors;2020-07-07;0.32%;2
with_mirrors;2020-07-08;0.31%;2
with_mirrors;2020-07-08;0.32%;2
without_mirrors;2020-07-09;0.16%;1
with_mirrors;2020-07-09;0.48%;3
with_mirrors;2020-07-09;0.47%;3
with_mirrors;2020-07-10;0.65%;4
with_mirrors;2020-07-10;0.63%;4
with_mirrors;2020-07-10;0.64%;4
with_mirrors;2020-07-11;0.63%;4
with_mirrors;2020-07-11;0.65%;4
with_mirrors;2020-07-11;0.64%;4
with_mirrors;2020-07-12;0.65%;4
with_mirrors;2020-07-12;0.64%;4
with_mirrors;2020-07-12;0.63%;4
with_mirrors;2020-07-13;0.32%;2
with_mirrors;2020-07-13;0.31%;2
with_mirrors;2020-07-14;0.79%;5
