category;date;percent;downloads
with_mirrors;2020-07-10;0.25%;9
without_mirrors;2020-07-10;0.08%;3
with_mirrors;2020-07-11;0.39%;14
without_mirrors;2020-07-12;0.08%;3
with_mirrors;2020-07-12;0.64%;23
without_mirrors;2020-07-13;0.11%;4
with_mirrors;2020-07-13;0.50%;18
with_mirrors;2020-07-14;0.33%;12
with_mirrors;2020-07-14;0.34%;12
without_mirrors;2020-07-14;0.17%;6
without_mirrors;2020-07-15;0.14%;5
with_mirrors;2020-07-15;0.80%;29
with_mirrors;2020-07-15;0.81%;29
with_mirrors;2020-07-16;0.22%;8
without_mirrors;2020-07-16;0.06%;2
without_mirrors;2020-07-17;0.39%;14
with_mirrors;2020-07-17;3.28%;117
with_mirrors;2020-07-17;3.27%;117
with_mirrors;2020-07-17;3.23%;117
with_mirrors;2020-07-18;4.46%;159
with_mirrors;2020-07-18;4.44%;159
without_mirrors;2020-07-18;0.34%;12
with_mirrors;2020-07-18;4.39%;159
without_mirrors;2020-07-18;0.33%;12
with_mirrors;2020-07-19;1.49%;53
with_mirrors;2020-07-19;1.48%;53
without_mirrors;2020-07-19;0.08%;3
with_mirrors;2020-07-19;1.46%;53
with_mirrors;2020-07-20;0.94%;34
with_mirrors;2020-07-20;0.95%;34
without_mirrors;2020-07-20;0.17%;6
with_mirrors;2020-07-21;0.97%;35
with_mirrors;2020-07-21;0.98%;35
without_mirrors;2020-07-21;0.53%;19
without_mirrors;2020-07-22;1.11%;40
with_mirrors;2020-07-22;1.62%;58
without_mirrors;2020-07-22;1.12%;40
with_mirrors;2020-07-22;1.63%;58
with_mirrors;2020-07-22;1.60%;58
without_mirrors;2020-07-23;0.36%;13
with_mirrors;2020-07-23;0.97%;35
with_mirrors;2020-07-23;0.98%;35
with_mirrors;2020-07-24;0.53%;19
without_mirrors;2020-07-24;0.39%;14
without_mirrors;2020-07-25;0.25%;9
with_mirrors;2020-07-25;1.06%;38
with_mirrors;2020-07-25;1.05%;38
with_mirrors;2020-07-26;0.77%;28
with_mirrors;2020-07-26;0.78%;28
without_mirrors;2020-07-26;0.22%;8
without_mirrors;2020-07-27;0.22%;8
with_mirrors;2020-07-27;0.34%;12
with_mirrors;2020-07-27;0.33%;12
with_mirrors;2020-07-28;0.97%;35
with_mirrors;2020-07-28;0.98%;35
without_mirrors;2020-07-28;0.11%;4
without_mirrors;2020-07-29;0.22%;8
with_mirrors;2020-07-29;0.66%;24
with_mirrors;2020-07-29;0.67%;24
with_mirrors;2020-07-30;0.42%;15
with_mirrors;2020-07-30;0.41%;15
without_mirrors;2020-07-30;0.14%;5
with_mirrors;2020-07-31;0.08%;3
without_mirrors;2020-07-31;0.08%;3
with_mirrors;2020-08-01;1.23%;44
without_mirrors;2020-08-01;0.06%;2
with_mirrors;2020-08-01;1.22%;44
with_mirrors;2020-08-02;0.34%;12
with_mirrors;2020-08-02;0.33%;12
with_mirrors;2020-08-03;0.50%;18
without_mirrors;2020-08-03;0.17%;6
with_mirrors;2020-08-04;0.30%;11
with_mirrors;2020-08-04;0.31%;11
with_mirrors;2020-08-05;0.48%;17
with_mirrors;2020-08-05;0.47%;17
without_mirrors;2020-08-05;0.17%;6
without_mirrors;2020-08-06;0.19%;7
with_mirrors;2020-08-06;0.83%;30
with_mirrors;2020-08-06;0.84%;30
without_mirrors;2020-08-06;0.20%;7
with_mirrors;2020-08-07;2.54%;92
without_mirrors;2020-08-07;0.48%;17
with_mirrors;2020-08-07;2.58%;92
with_mirrors;2020-08-07;2.57%;92
without_mirrors;2020-08-07;0.47%;17
with_mirrors;2020-08-08;2.60%;94
with_mirrors;2020-08-08;2.62%;94
without_mirrors;2020-08-08;0.31%;11
with_mirrors;2020-08-08;2.63%;94
without_mirrors;2020-08-08;0.30%;11
with_mirrors;2020-08-09;0.84%;30
with_mirrors;2020-08-09;0.83%;30
without_mirrors;2020-08-09;0.39%;14
without_mirrors;2020-08-10;0.33%;12
with_mirrors;2020-08-10;1.31%;47
with_mirrors;2020-08-10;1.30%;47
with_mirrors;2020-08-10;1.32%;47
without_mirrors;2020-08-10;0.34%;12
with_mirrors;2020-08-11;1.76%;63
with_mirrors;2020-08-11;1.74%;63
without_mirrors;2020-08-11;0.41%;15
with_mirrors;2020-08-11;1.77%;63
without_mirrors;2020-08-11;0.42%;15
with_mirrors;2020-08-12;1.16%;42
with_mirrors;2020-08-12;1.17%;42
without_mirrors;2020-08-12;0.28%;10
with_mirrors;2020-08-12;1.18%;42
without_mirrors;2020-08-13;0.11%;4
with_mirrors;2020-08-13;0.64%;23
without_mirrors;2020-08-14;0.08%;3
with_mirrors;2020-08-14;0.95%;34
with_mirrors;2020-08-14;0.94%;34
with_mirrors;2020-08-15;0.70%;25
with_mirrors;2020-08-15;0.69%;25
without_mirrors;2020-08-16;0.03%;1
with_mirrors;2020-08-16;0.36%;13
with_mirrors;2020-08-17;0.28%;10
with_mirrors;2020-08-18;0.36%;13
without_mirrors;2020-08-18;0.11%;4
with_mirrors;2020-08-19;0.73%;26
without_mirrors;2020-08-19;0.06%;2
with_mirrors;2020-08-19;0.72%;26
with_mirrors;2020-08-20;0.56%;20
with_mirrors;2020-08-20;0.55%;20
without_mirrors;2020-08-20;0.06%;2
without_mirrors;2020-08-21;0.17%;6
with_mirrors;2020-08-21;0.22%;8
with_mirrors;2020-08-22;1.85%;67
with_mirrors;2020-08-22;1.88%;67
without_mirrors;2020-08-22;0.03%;1
with_mirrors;2020-08-22;1.87%;67
with_mirrors;2020-08-23;0.72%;26
