category;date;percent;downloads
without_mirrors;2020-07-16;0.05%;8
with_mirrors;2020-07-17;0.61%;90
without_mirrors;2020-07-17;0.25%;37
without_mirrors;2020-07-18;0.01%;2
with_mirrors;2020-07-18;0.15%;22
with_mirrors;2020-07-19;0.53%;79
without_mirrors;2020-07-19;0.03%;5
without_mirrors;2020-07-20;0.66%;98
with_mirrors;2020-07-20;0.79%;117
with_mirrors;2020-07-21;0.71%;105
without_mirrors;2020-07-21;0.46%;68
without_mirrors;2020-07-22;0.60%;89
with_mirrors;2020-07-22;1.27%;187
without_mirrors;2020-07-23;0.38%;56
with_mirrors;2020-07-23;0.74%;109
without_mirrors;2020-07-24;0.74%;110
with_mirrors;2020-07-24;0.99%;146
without_mirrors;2020-07-25;0.16%;23
with_mirrors;2020-07-25;0.55%;82
without_mirrors;2020-07-26;0.45%;67
with_mirrors;2020-07-26;0.45%;67
with_mirrors;2020-07-27;1.04%;154
without_mirrors;2020-07-27;0.81%;119
with_mirrors;2020-07-28;0.99%;146
without_mirrors;2020-07-28;0.39%;58
with_mirrors;2020-07-29;0.38%;56
without_mirrors;2020-07-29;0.24%;35
with_mirrors;2020-07-30;0.76%;112
without_mirrors;2020-07-30;0.29%;43
without_mirrors;2020-07-31;0.25%;37
with_mirrors;2020-07-31;0.25%;37
without_mirrors;2020-08-01;0.04%;6
with_mirrors;2020-08-01;0.92%;136
without_mirrors;2020-08-02;0.07%;11
with_mirrors;2020-08-02;0.16%;24
with_mirrors;2020-08-03;0.44%;65
without_mirrors;2020-08-03;0.17%;25
with_mirrors;2020-08-04;0.36%;53
without_mirrors;2020-08-04;0.24%;36
with_mirrors;2020-08-05;0.56%;83
without_mirrors;2020-08-05;0.39%;58
without_mirrors;2020-08-06;0.46%;68
with_mirrors;2020-08-06;0.89%;132
without_mirrors;2020-08-07;0.05%;8
with_mirrors;2020-08-07;0.38%;56
without_mirrors;2020-08-08;0.10%;15
with_mirrors;2020-08-08;0.28%;41
without_mirrors;2020-08-09;0.44%;65
with_mirrors;2020-08-09;0.58%;85
without_mirrors;2020-08-10;0.32%;47
with_mirrors;2020-08-10;0.65%;96
with_mirrors;2020-08-11;0.99%;147
without_mirrors;2020-08-11;0.35%;52
without_mirrors;2020-08-12;0.24%;35
with_mirrors;2020-08-12;0.55%;81
without_mirrors;2020-08-13;0.09%;13
with_mirrors;2020-08-13;0.26%;39
without_mirrors;2020-08-14;0.05%;7
with_mirrors;2020-08-14;0.53%;79
without_mirrors;2020-08-15;0.16%;23
with_mirrors;2020-08-15;0.53%;79
with_mirrors;2020-08-16;0.18%;27
without_mirrors;2020-08-16;0.01%;1
without_mirrors;2020-08-17;0.25%;37
with_mirrors;2020-08-17;0.25%;37
with_mirrors;2020-08-18;0.67%;99
without_mirrors;2020-08-18;0.34%;50
with_mirrors;2020-08-19;0.63%;93
without_mirrors;2020-08-19;0.27%;40
without_mirrors;2020-08-20;0.13%;19
with_mirrors;2020-08-20;0.30%;45
without_mirrors;2020-08-21;0.24%;35
with_mirrors;2020-08-21;0.69%;102
with_mirrors;2020-08-22;0.36%;53
without_mirrors;2020-08-22;0.01%;1
with_mirrors;2020-08-23;0.19%;28
without_mirrors;2020-08-23;0.01%;2
with_mirrors;2020-08-24;0.70%;104
without_mirrors;2020-08-24;0.55%;81
without_mirrors;2020-08-25;0.59%;87
with_mirrors;2020-08-25;0.74%;110
with_mirrors;2020-08-26;0.81%;119
without_mirrors;2020-08-26;0.30%;44
with_mirrors;2020-08-27;0.73%;108
without_mirrors;2020-08-27;0.31%;46
without_mirrors;2020-08-28;0.32%;47
with_mirrors;2020-08-28;1.05%;155
without_mirrors;2020-08-29;0.12%;18
with_mirrors;2020-08-29;1.00%;148
with_mirrors;2020-08-30;0.28%;42
without_mirrors;2020-08-30;0.11%;16
without_mirrors;2020-08-31;0.70%;103
with_mirrors;2020-08-31;1.22%;181
with_mirrors;2020-09-01;0.49%;72
without_mirrors;2020-09-01;0.30%;45
with_mirrors;2020-09-02;0.89%;131
without_mirrors;2020-09-02;0.89%;131
with_mirrors;2020-09-03;0.53%;78
without_mirrors;2020-09-03;0.37%;54
with_mirrors;2020-09-04;1.10%;162
without_mirrors;2020-09-04;0.48%;71
without_mirrors;2020-09-05;0.03%;4
with_mirrors;2020-09-05;0.03%;4
