category;date;percent;downloads
without_mirrors;2020-07-11;0.09%;4
with_mirrors;2020-07-11;0.93%;42
with_mirrors;2020-07-12;1.21%;55
without_mirrors;2020-07-12;0.11%;5
with_mirrors;2020-07-12;1.22%;55
with_mirrors;2020-07-13;0.49%;22
without_mirrors;2020-07-13;0.20%;9
with_mirrors;2020-07-14;1.31%;59
with_mirrors;2020-07-14;1.30%;59
without_mirrors;2020-07-14;0.18%;8
with_mirrors;2020-07-15;0.44%;20
without_mirrors;2020-07-15;0.11%;5
with_mirrors;2020-07-16;0.33%;15
without_mirrors;2020-07-16;0.11%;5
with_mirrors;2020-07-17;0.42%;19
without_mirrors;2020-07-17;0.07%;3
with_mirrors;2020-07-18;0.40%;18
without_mirrors;2020-07-18;0.04%;2
with_mirrors;2020-07-19;0.69%;31
with_mirrors;2020-07-19;0.68%;31
without_mirrors;2020-07-19;0.07%;3
with_mirrors;2020-07-20;0.27%;12
without_mirrors;2020-07-20;0.04%;2
with_mirrors;2020-07-21;0.42%;19
without_mirrors;2020-07-21;0.27%;12
without_mirrors;2020-07-22;0.55%;25
with_mirrors;2020-07-22;0.86%;39
with_mirrors;2020-07-22;0.87%;39
without_mirrors;2020-07-22;0.56%;25
with_mirrors;2020-07-23;0.38%;17
without_mirrors;2020-07-23;0.22%;10
without_mirrors;2020-07-24;0.27%;12
with_mirrors;2020-07-24;0.53%;24
with_mirrors;2020-07-25;0.46%;21
with_mirrors;2020-07-25;0.47%;21
without_mirrors;2020-07-25;0.13%;6
without_mirrors;2020-07-26;0.16%;7
without_mirrors;2020-07-26;0.15%;7
with_mirrors;2020-07-26;0.38%;17
without_mirrors;2020-07-27;0.09%;4
with_mirrors;2020-07-27;0.22%;10
without_mirrors;2020-07-28;0.09%;4
with_mirrors;2020-07-28;0.80%;36
with_mirrors;2020-07-29;0.36%;16
with_mirrors;2020-07-29;0.35%;16
without_mirrors;2020-07-29;0.11%;5
with_mirrors;2020-07-30;0.33%;15
without_mirrors;2020-07-30;0.11%;5
with_mirrors;2020-07-31;2.43%;110
with_mirrors;2020-07-31;2.44%;110
without_mirrors;2020-07-31;0.51%;23
with_mirrors;2020-08-01;2.52%;114
with_mirrors;2020-08-01;2.53%;114
without_mirrors;2020-08-01;0.29%;13
without_mirrors;2020-08-02;0.11%;5
with_mirrors;2020-08-02;1.73%;78
with_mirrors;2020-08-02;1.72%;78
without_mirrors;2020-08-03;0.22%;10
with_mirrors;2020-08-03;1.04%;47
without_mirrors;2020-08-04;0.04%;2
with_mirrors;2020-08-04;0.62%;28
without_mirrors;2020-08-05;0.16%;7
with_mirrors;2020-08-05;0.18%;8
without_mirrors;2020-08-05;0.15%;7
with_mirrors;2020-08-06;4.13%;186
without_mirrors;2020-08-06;0.82%;37
with_mirrors;2020-08-06;4.11%;186
with_mirrors;2020-08-07;5.00%;225
with_mirrors;2020-08-07;4.97%;225
without_mirrors;2020-08-07;0.64%;29
without_mirrors;2020-08-08;0.04%;2
