category;date;percent;downloads
with_mirrors;2020-06-28;0.21%;31
without_mirrors;2020-06-28;0.17%;25
with_mirrors;2020-06-29;0.22%;33
without_mirrors;2020-06-29;0.04%;6
with_mirrors;2020-06-30;0.17%;25
without_mirrors;2020-06-30;0.11%;17
with_mirrors;2020-07-01;1.18%;178
with_mirrors;2020-07-01;1.19%;178
without_mirrors;2020-07-01;0.19%;29
without_mirrors;2020-07-02;0.18%;27
with_mirrors;2020-07-02;0.87%;130
with_mirrors;2020-07-02;0.86%;130
with_mirrors;2020-07-03;1.34%;200
with_mirrors;2020-07-03;1.33%;200
without_mirrors;2020-07-03;0.27%;40
without_mirrors;2020-07-04;0.39%;59
with_mirrors;2020-07-04;2.92%;437
with_mirrors;2020-07-04;2.90%;437
with_mirrors;2020-07-05;1.15%;172
without_mirrors;2020-07-05;0.11%;16
with_mirrors;2020-07-05;1.14%;172
with_mirrors;2020-07-06;0.58%;87
without_mirrors;2020-07-06;0.21%;32
with_mirrors;2020-07-07;0.33%;50
without_mirrors;2020-07-07;0.10%;15
with_mirrors;2020-07-08;0.64%;95
with_mirrors;2020-07-08;0.63%;95
without_mirrors;2020-07-08;0.09%;14
without_mirrors;2020-07-09;0.18%;27
with_mirrors;2020-07-09;0.54%;81
without_mirrors;2020-07-10;0.16%;24
with_mirrors;2020-07-10;0.28%;42
without_mirrors;2020-07-11;0.07%;10
with_mirrors;2020-07-11;0.32%;48
with_mirrors;2020-07-12;0.52%;77
with_mirrors;2020-07-12;0.51%;77
without_mirrors;2020-07-12;0.10%;15
with_mirrors;2020-07-13;0.31%;47
without_mirrors;2020-07-13;0.14%;21
with_mirrors;2020-07-14;0.45%;67
without_mirrors;2020-07-14;0.17%;25
without_mirrors;2020-07-15;0.14%;21
with_mirrors;2020-07-15;0.56%;83
with_mirrors;2020-07-15;0.55%;83
with_mirrors;2020-07-16;0.17%;26
without_mirrors;2020-07-16;0.13%;19
with_mirrors;2020-07-17;0.58%;88
without_mirrors;2020-07-17;0.08%;12
with_mirrors;2020-07-17;0.59%;88
with_mirrors;2020-07-18;1.35%;203
without_mirrors;2020-07-18;0.21%;32
with_mirrors;2020-07-18;1.36%;203
with_mirrors;2020-07-19;0.81%;122
with_mirrors;2020-07-19;0.82%;122
without_mirrors;2020-07-19;0.09%;14
with_mirrors;2020-07-20;0.68%;103
with_mirrors;2020-07-20;0.69%;103
without_mirrors;2020-07-20;0.17%;25
with_mirrors;2020-07-21;0.64%;95
without_mirrors;2020-07-21;0.16%;24
with_mirrors;2020-07-21;0.63%;95
with_mirrors;2020-07-22;2.37%;354
without_mirrors;2020-07-22;0.52%;78
with_mirrors;2020-07-22;2.35%;354
with_mirrors;2020-07-23;2.16%;323
with_mirrors;2020-07-23;2.15%;323
without_mirrors;2020-07-23;0.33%;49
with_mirrors;2020-07-24;2.37%;356
with_mirrors;2020-07-24;2.38%;356
without_mirrors;2020-07-24;0.34%;51
without_mirrors;2020-07-25;0.11%;17
with_mirrors;2020-07-25;1.07%;160
with_mirrors;2020-07-25;1.06%;160
with_mirrors;2020-07-26;0.92%;139
with_mirrors;2020-07-26;0.93%;139
without_mirrors;2020-07-26;0.10%;15
with_mirrors;2020-07-27;0.39%;59
without_mirrors;2020-07-27;0.17%;26
without_mirrors;2020-07-28;0.12%;18
with_mirrors;2020-07-28;0.29%;43
with_mirrors;2020-07-29;0.37%;56
without_mirrors;2020-07-29;0.11%;17
with_mirrors;2020-07-30;0.58%;87
without_mirrors;2020-07-30;0.10%;15
without_mirrors;2020-07-31;0.07%;11
with_mirrors;2020-07-31;0.73%;110
with_mirrors;2020-07-31;0.74%;110
without_mirrors;2020-08-01;0.06%;9
with_mirrors;2020-08-01;0.31%;47
without_mirrors;2020-08-02;0.05%;8
with_mirrors;2020-08-02;0.98%;148
with_mirrors;2020-08-02;0.99%;148
with_mirrors;2020-08-03;0.64%;96
without_mirrors;2020-08-03;0.10%;15
with_mirrors;2020-08-04;0.76%;114
without_mirrors;2020-08-04;0.11%;17
with_mirrors;2020-08-05;1.21%;182
without_mirrors;2020-08-05;0.07%;10
with_mirrors;2020-08-05;1.22%;182
with_mirrors;2020-08-06;0.43%;65
without_mirrors;2020-08-06;0.13%;19
without_mirrors;2020-08-07;0.15%;22
with_mirrors;2020-08-07;0.60%;90
with_mirrors;2020-08-08;0.11%;17
without_mirrors;2020-08-08;0.01%;1
with_mirrors;2020-08-09;0.55%;83
without_mirrors;2020-08-09;0.05%;7
with_mirrors;2020-08-09;0.56%;83
without_mirrors;2020-08-10;0.13%;20
with_mirrors;2020-08-10;0.42%;63
without_mirrors;2020-08-11;0.35%;52
with_mirrors;2020-08-11;0.35%;52
without_mirrors;2020-08-12;0.09%;14
with_mirrors;2020-08-12;0.64%;96
with_mirrors;2020-08-13;0.80%;121
without_mirrors;2020-08-13;0.16%;24
with_mirrors;2020-08-13;0.81%;121
without_mirrors;2020-08-14;0.06%;9
with_mirrors;2020-08-14;0.37%;55
with_mirrors;2020-08-15;0.71%;107
without_mirrors;2020-08-15;0.05%;7
with_mirrors;2020-08-15;0.72%;107
without_mirrors;2020-08-16;0.06%;9
with_mirrors;2020-08-16;1.08%;161
with_mirrors;2020-08-16;1.07%;161
without_mirrors;2020-08-17;0.08%;12
with_mirrors;2020-08-17;0.58%;88
with_mirrors;2020-08-17;0.59%;88
without_mirrors;2020-08-18;0.10%;15
with_mirrors;2020-08-18;0.11%;16
without_mirrors;2020-08-19;0.10%;15
with_mirrors;2020-08-19;0.49%;73
without_mirrors;2020-08-20;0.15%;23
with_mirrors;2020-08-20;0.20%;30
without_mirrors;2020-08-21;0.09%;13
with_mirrors;2020-08-21;0.09%;14
without_mirrors;2020-08-22;0.08%;12
with_mirrors;2020-08-22;0.25%;38
with_mirrors;2020-08-23;0.07%;11
without_mirrors;2020-08-23;0.07%;11
with_mirrors;2020-08-24;1.10%;165
without_mirrors;2020-08-24;0.10%;15
with_mirrors;2020-08-25;0.35%;52
without_mirrors;2020-08-25;0.13%;19
without_mirrors;2020-08-26;0.10%;15
with_mirrors;2020-08-26;0.56%;84
without_mirrors;2020-08-27;0.15%;22
with_mirrors;2020-08-27;0.80%;120
with_mirrors;2020-08-28;0.77%;116
without_mirrors;2020-08-28;0.11%;16
with_mirrors;2020-08-28;0.78%;116
without_mirrors;2020-08-29;0.10%;15
with_mirrors;2020-08-29;0.86%;129
with_mirrors;2020-08-30;0.64%;95
without_mirrors;2020-08-30;0.09%;13
with_mirrors;2020-08-30;0.63%;95
with_mirrors;2020-08-31;0.19%;28
without_mirrors;2020-08-31;0.19%;28
with_mirrors;2020-09-01;0.60%;90
without_mirrors;2020-09-01;0.08%;12
without_mirrors;2020-09-02;0.13%;20
with_mirrors;2020-09-02;1.41%;211
with_mirrors;2020-09-02;1.40%;211
with_mirrors;2020-09-03;0.21%;32
without_mirrors;2020-09-03;0.17%;25
with_mirrors;2020-09-04;0.25%;37
without_mirrors;2020-09-04;0.18%;27
with_mirrors;2020-09-05;0.31%;46
without_mirrors;2020-09-05;0.05%;8
without_mirrors;2020-09-06;0.07%;11
with_mirrors;2020-09-06;0.58%;87
