category;date;percent;downloads
without_mirrors;2020-07-28;0.01%;1
with_mirrors;2020-07-28;0.72%;56
with_mirrors;2020-07-29;0.90%;69
without_mirrors;2020-07-29;0.01%;1
with_mirrors;2020-07-29;0.89%;69
without_mirrors;2020-07-30;0.01%;1
with_mirrors;2020-07-30;0.35%;27
with_mirrors;2020-07-31;0.76%;59
without_mirrors;2020-07-31;0.01%;1
with_mirrors;2020-07-31;0.77%;59
with_mirrors;2020-08-01;0.36%;28
without_mirrors;2020-08-01;0.03%;2
with_mirrors;2020-08-01;0.37%;28
without_mirrors;2020-08-02;0.01%;1
with_mirrors;2020-08-02;1.85%;144
with_mirrors;2020-08-02;1.89%;144
with_mirrors;2020-08-02;1.87%;144
with_mirrors;2020-08-03;0.63%;48
with_mirrors;2020-08-03;0.62%;48
without_mirrors;2020-08-04;0.03%;2
with_mirrors;2020-08-04;0.47%;36
with_mirrors;2020-08-04;0.46%;36
without_mirrors;2020-08-05;0.04%;3
with_mirrors;2020-08-05;0.10%;8
without_mirrors;2020-08-06;0.05%;4
with_mirrors;2020-08-06;0.05%;4
without_mirrors;2020-08-07;0.32%;25
with_mirrors;2020-08-07;1.17%;90
without_mirrors;2020-08-07;0.33%;25
with_mirrors;2020-08-07;1.18%;90
with_mirrors;2020-08-07;1.16%;90
with_mirrors;2020-08-08;0.70%;54
with_mirrors;2020-08-08;0.71%;54
without_mirrors;2020-08-08;0.03%;2
with_mirrors;2020-08-08;0.69%;54
with_mirrors;2020-08-09;0.67%;52
with_mirrors;2020-08-09;0.68%;52
with_mirrors;2020-08-10;0.29%;22
with_mirrors;2020-08-10;0.28%;22
without_mirrors;2020-08-10;0.03%;2
with_mirrors;2020-08-11;0.82%;63
with_mirrors;2020-08-11;0.83%;63
without_mirrors;2020-08-11;0.03%;2
with_mirrors;2020-08-11;0.81%;63
without_mirrors;2020-08-12;0.03%;2
with_mirrors;2020-08-12;0.24%;19
with_mirrors;2020-08-12;0.25%;19
with_mirrors;2020-08-13;0.96%;74
with_mirrors;2020-08-13;0.95%;74
with_mirrors;2020-08-13;0.97%;74
without_mirrors;2020-08-14;0.05%;4
with_mirrors;2020-08-14;0.89%;68
with_mirrors;2020-08-14;0.87%;68
with_mirrors;2020-08-14;0.88%;68
with_mirrors;2020-08-15;0.93%;72
with_mirrors;2020-08-15;0.94%;72
with_mirrors;2020-08-16;0.34%;26
with_mirrors;2020-08-16;0.33%;26
with_mirrors;2020-08-17;0.68%;53
with_mirrors;2020-08-17;0.69%;53
with_mirrors;2020-08-19;0.24%;18
with_mirrors;2020-08-19;0.23%;18
with_mirrors;2020-08-20;0.09%;7
without_mirrors;2020-08-20;0.01%;1
with_mirrors;2020-08-22;0.03%;2
with_mirrors;2020-08-23;1.01%;78
with_mirrors;2020-08-23;1.00%;78
with_mirrors;2020-08-23;1.02%;78
with_mirrors;2020-08-24;1.48%;113
with_mirrors;2020-08-24;1.47%;113
without_mirrors;2020-08-24;0.01%;1
with_mirrors;2020-08-24;1.45%;113
without_mirrors;2020-08-25;0.17%;13
with_mirrors;2020-08-25;0.17%;13
with_mirrors;2020-08-26;0.51%;39
with_mirrors;2020-08-26;0.50%;39
with_mirrors;2020-08-28;1.31%;100
with_mirrors;2020-08-28;1.30%;100
without_mirrors;2020-08-28;0.01%;1
with_mirrors;2020-08-28;1.29%;100
with_mirrors;2020-08-29;0.03%;2
without_mirrors;2020-08-29;0.03%;2
with_mirrors;2020-08-30;0.37%;28
with_mirrors;2020-08-30;0.36%;28
without_mirrors;2020-08-30;0.03%;2
with_mirrors;2020-08-31;1.51%;116
with_mirrors;2020-08-31;1.52%;116
with_mirrors;2020-08-31;1.49%;116
with_mirrors;2020-09-01;0.85%;65
without_mirrors;2020-09-01;0.04%;3
with_mirrors;2020-09-01;0.84%;65
without_mirrors;2020-09-02;0.13%;10
with_mirrors;2020-09-02;0.46%;35
with_mirrors;2020-09-02;0.45%;35
without_mirrors;2020-09-03;0.03%;2
with_mirrors;2020-09-03;0.35%;27
without_mirrors;2020-09-04;0.08%;6
with_mirrors;2020-09-04;0.41%;31
with_mirrors;2020-09-04;0.40%;31
with_mirrors;2020-09-05;0.36%;28
with_mirrors;2020-09-05;0.37%;28
without_mirrors;2020-09-05;0.03%;2
with_mirrors;2020-09-06;0.69%;54
without_mirrors;2020-09-06;0.03%;2
with_mirrors;2020-09-06;0.70%;54
with_mirrors;2020-09-07;1.07%;83
without_mirrors;2020-09-07;0.08%;6
